id,projects(slug),title_en,title_kk,title_ru,external_link,internal_link
2379,abay-ayagoz-mynbulaq,,ЕСКЕРТУЛЕР,ОПОВЕЩЕНИЯ,https://www.gov.kz/memleket/entities/abay-ayagoz-mynbulaq/activities/51168?lang=ru,
2375,aqmola-zhaksy-novokienka,,ЕСКЕРТУЛЕР,ОПОВЕЩЕНИЯ,,/memleket/entities/aqmola-zhaksy-novokienka/activities/51158
2381,zhambyl-talas,,Құлақтандырулар,Оповещения,,/memleket/entities/zhambyl-talas/activities/50799
2382,zhetysu-aksu,,Ескертулер,Оповещения,https://www.gov.kz/memleket/entities/zhetysu-aksu/activities/51169?lang=ru,
2383,abay-ayagoz-naryn,,ЕСКЕРТУЛЕР,ОПОВЕЩЕНИЯ,https://www.gov.kz/memleket/entities/abay-ayagoz-naryn/activities/51173?lang=ru,
2384,pavlodar-aktogay,,ЕСКЕРТУЛЕР,ОПОВЕЩЕНИЯ,/memleket/entities/pavlodar-aktogay/activities/51134,
2386,abay-ayagoz-orken,,ЕСКЕРТУЛЕР,ОПОВЕЩЕНИЯ,https://www.gov.kz/memleket/entities/abay-ayagoz-orken/activities/51176?lang=ru,
2385,abay-zharma-auezov,,Ескертулер,Оповещения,https://www.gov.kz/memleket/entities/abay-zharma-auezov/activities/48283?lang=ru,
2380,abay-boroduliha-krasnoyar,,ЕСКЕРТУЛЕР,ОПОВЕЩЕНИЯ,https://www.gov.kz/memleket/entities/abay-boroduliha-krasnoyar/activities/51065?lang=ru,
2388,abay-ekonomika,,ЕСКЕРТУЛЕР,ОПОВЕЩЕНИЯ,https://www.gov.kz/memleket/entities/abay-ekonomika/activities/51177?lang=ru,
2389,abay-kasipkerlik,,ЕСКЕРТУЛЕР,ОПОВЕЩЕНИЯ,https://www.gov.kz/memleket/entities/abay-kasipkerlik/activities/51184?lang=ru,
2391,abay-boroduliha-andreev,,Ескертулер,Оповещения,https://www.gov.kz/memleket/entities/abay-boroduliha-andreev/activities/51191?lang=ru,
2392,pavlodar-uspenka,,ЕСКЕРТУЛЕР,ОПОВЕЩЕНИЯ,,/memleket/entities/pavlodar-uspenka/activities/51142
2393,abay-boroduliha-tavriya,,Ескертулер,Оповещения,https://www.gov.kz/memleket/entities/abay-boroduliha-tavriya/activities/51194?lang=ru,
2394,aqmola-birzhan-sal,,Ескерту,Оповещения,https://www.gov.kz/memleket/entities/aqmola-birzhan-sal/activities/51179?lang=ru,
2396,abay-bilim,,ЕСКЕРТУЛЕР,ОПОВЕЩЕНИЯ,https://www.gov.kz/memleket/entities/abay-bilim/activities/51196?lang=ru,
2397,abay-cultura-arhiv,,ЕСКЕРТУЛЕР,ОПОВЕЩЕНИЯ,https://www.gov.kz/memleket/entities/abay-cultura-arhiv/activities/51198?lang=ru,
2398,abay-agro,,ЕСКЕРТУЛЕР,ОПОВЕЩЕНИЯ,https://www.gov.kz/memleket/entities/abay-agro/activities/51201?lang=ru,
2399,abay-semey-akbulak,,Хабарландыру,Оповещения,https://www.gov.kz/memleket/entities/abay-semey-akbulak/activities/50984?lang=ru,
2400,abay-densaulyk,,ЕСКЕРТУЛЕР,ОПОВЕЩЕНИЯ,https://www.gov.kz/memleket/entities/abay-densaulyk/activities/51202?lang=ru,
2402,abay-tabigat,,ЕСКЕРТУЛЕР,ОПОВЕЩЕНИЯ,https://www.gov.kz/memleket/entities/abay-tabigat/activities/51203?lang=ru,
2403,abay-goszakup,,ЕСКЕРТУЛЕР,ОПОВЕЩЕНИЯ,https://www.gov.kz/memleket/entities/abay-goszakup/activities/51206?lang=ru,
2404,abay-veterinaria,,ЕСКЕРТУЛЕР,ОПОВЕЩЕНИЯ,https://www.gov.kz/memleket/entities/abay-veterinaria/activities/51207?lang=ru,
2405,pavlodar-ekibastuz,,Ескертулер,Оповещения,,https://www.gov.kz/memleket/entities/pavlodar-ekibastuz/activities/51204?lang=ru
2407,abay-ishki-sayasat,,ЕСКЕРТУЛЕР,ОПОВЕЩЕНИЯ,https://www.gov.kz/memleket/entities/abay-ishki-sayasat/activities/51209?lang=ru,
2406,abay-ayagoz-saryarqa,,ЕСКЕРТУЛЕР,ОПОВЕЩЕНИЯ,https://www.gov.kz/memleket/entities/abay-ayagoz-saryarqa/activities/51210?lang=ru,
2408,abay-ayagoz-mamyrsu,,ЕСКЕРТУЛЕР,ОПОВЕЩЕНИЯ,https://www.gov.kz/memleket/entities/abay-ayagoz-mamyrsu/activities/51214?lang=ru,
2409,abay-inspection,,ЕСКЕРТУЛЕР,ОПОВЕЩЕНИЯ,https://www.gov.kz/memleket/entities/abay-inspection/activities/51212?lang=ru,
2410,abay-ayagoz-tarlauly,,ЕСКЕРТУЛЕР,ОПОВЕЩЕНИЯ,https://www.gov.kz/memleket/entities/abay-ayagoz-tarlauly/activities/51215?lang=ru,
2414,abay-social,,ЕСКЕРТУЛЕР,ОПОВЕЩЕНИЯ,https://www.gov.kz/memleket/entities/abay-social/activities/51219?lang=ru,
2412,aqmola-zhaksy-zhanakima,,Хабарлама,Оповещения,,/memleket/entities/aqmola-zhaksy-zhanakima/activities/51217
2416,aqmola-bulandy,,Ескертулер,Оповещения,https://www.gov.kz/memleket/entities/aqmola-bulandy/activities/48189?lang=kk,
2418,abay-kurylys,,ЕСКЕРТУЛЕР,ОПОВЕЩЕНИЯ,https://www.gov.kz/memleket/entities/abay-kurylys/activities/51223?lang=ru,
2419,abay-zhanasemey,,ЕСКЕРТУЛЕР,ОПОВЕЩЕНИЯ,https://www.gov.kz/memleket/entities/abay-zhanasemey/activities/51226?lang=ru,
2415,aqmola-zhaksy-tarasovskoe,,ЕСКЕРТУ,ОПОВЕЩЕНИЯ,https://www.gov.kz/memleket/entities/aqmola-zhaksy-tarasovskoe/activities/51211?lang=ru,
2425,abay-semey-karaolen,,ЕСКЕРТУЛЕР,ОПОВЕЩЕНИЕ,https://www.gov.kz/memleket/entities/abay-semey-karaolen/activities/51239?lang=kk,
2424,abay-urzhar-akshoky,,ЕСКЕРТУЛЕР,ОПОВЕЩЕНИЕ,https://www.gov.kz/memleket/entities/abay-urzhar-akshoky/activities/51225?lang=ru,
2426,vko-tarbagatay,,Ескертулер,Оповещение,https://www.gov.kz/memleket/entities/vko-tarbagatay/activities/51220?lang=ru,
2428,abay-zharma-qaratobe,,ЕСКЕРТУ,ОПОВЕЩЕНИЕ,https://www.gov.kz/memleket/entities/abay-zharma-qaratobe/activities/51247?lang=ru,
2431,abay-semey-ainabulak,,ЕСКЕРТУЛЕР,ОПОВЕЩЕНИЯ,https://www.gov.kz/memleket/entities/abay-semey-ainabulak/activities/51250?lang=ru,
2430,abay-urzhar-salkynbel,,Хабарландыру,Оповещение,https://www.gov.kz/memleket/entities/abay-urzhar-salkynbel/activities/51254?lang=ru,
2387,abay-urzhar-karatal,,хабарландыру,оповещения,https://www.gov.kz/memleket/entities/abay-urzhar-karatal/activities/51154?lang=ru,
2435,pavlodar-audan,,Ескертулер,Оповещение,,https://www.gov.kz/memleket/entities/pavlodar-audan/activities/51141?lang=ru
2437,abay-urzhar-akzhar,,Ескертулер,Оповещение,https://www.gov.kz/memleket/entities/abay-urzhar-akzhar/activities/51237,
2436,abay-semey-shulbinsk,,Құлақтандыру,Овещения,https://www.gov.kz/memleket/entities/abay-semey-shulbinsk/activities/51259?lang=ru,
2429,aqmola-zhaksy-chapaevskoe,,Ескерту,Оповещения,,/memleket/entities/aqmola-zhaksy-chapaevskoe/activities/51277
2434,abay-urzhar-makanshy,,ЕСКЕРТУЛЕР,ОПОВЕЩЕНИЯ,https://www.gov.kz/memleket/entities/abay-urzhar-makanshy/activities/51255?lang=ru,
2439,abay-zharma-qalbatau,,ЕСКЕРТУЛЕР,ОПОВЕЩЕНИЯ,https://www.gov.kz/memleket/entities/abay-zharma-qalbatau/activities/51286?lang=ru,
2441,abay-semey-abraly,,ЕСКЕРТУЛЕР,ОПОВЕЩЕНИЯ,https://www.gov.kz/memleket/entities/abay-semey-abraly/activities/51145?lang=ru,
2440,abay-urzhar-karabulak,,ЕСКЕРТУЛЕР,ОПОВЕЩЕНИЯ,https://www.gov.kz/memleket/entities/abay-urzhar-karabulak?lang=ru,
2438,aqmola-zhaksy-zhaksy,,Ескертулер,Оповещение,,/memleket/entities/aqmola-zhaksy-zhaksy/activities/51276
2443,abay-semey-algabas,,ЕСКЕРТУЛЕР,ОПОВЕЩЕНИЯ,https://www.gov.kz/memleket/entities/abay-semey-algabas/activities/51185?lang=ru,
2401,abay-urzhar-eginsu,,ЕСКЕРТУЛЕР,ОПОВЕЩЕНИЯ,https://www.gov.kz/memleket/entities/abay-urzhar-eginsu/activities/51195?lang=ru,
2444,abay-urzhar-besterek,,ЕСКЕРТУЛЕР,ОПОВЕЩЕНИЕ,https://www.gov.kz/memleket/entities/abay-urzhar-besterek/activities/51297?lang=ru,
2445,kyzylorda-aral-qosaman,,Басты бетке оралу,Вернуться на главную страницу акимата,https://www.gov.kz/memleket/entities/kyzylorda,https://www.gov.kz/memleket/entities/kyzylorda
2446,abay-zharma-aqzhal,,ЕСКЕРТУЛЕР,ОПОВЕЩЕНИЯ,https://www.gov.kz/memleket/entities/abay-zharma-aqzhal/activities/51295?lang=ru,
2447,abay-urzhar-zhanatylek,,ЕСКЕРТУЛЕР,ОПОВЕЩЕНИЕ,https://www.gov.kz/memleket/entities/abay-urzhar-zhanatylek/activities/51312?lang=ru,
2448,abay-urzhar-altynshoky,,ЕСКЕРТУЛЕР,ОПОВЕЩЕНИЯ,https://www.gov.kz/memleket/entities/aktobe/activities/50297?lang=ru,
2449,zhetysu-panfilov,,ҚҰЛАҚТАНДЫРУ,ОПОВЕЩЕНИЕ,https://www.gov.kz/memleket/entities/undefined,
2451,abay-urzhar-karabuta,,Ескертулер,Оповещение,https://www.gov.kz/memleket/entities/abay-urzhar-karabuta/activities/51330?lang=ru,
2452,abay-urzhar-kokterek,,ЕСКЕРТУ,ОПОВЕЩЕНИЯ,https://www.gov.kz/memleket/entities/abay-urzhar-kokterek/activities/51338?lang=ru,
2453,abay-boroduliha-novodvor,,Ескертулер,Оповещения,https://www.gov.kz/memleket/entities/abay-boroduliha-novodvor/activities/51339?lang=ru,
2455,aqmola-zhaksy-esil,,ЕСКЕРТУЛЕР,ОПОВЕЩЕНИЯ,,/memleket/entities/aqmola-zhaksy-esil/activities/51333
2456,pavlodar-aksu,,Ескертулер,Оповещения,,https://www.gov.kz/memleket/entities/pavlodar-aksu/activities/51205?lang=ru
2458,aqmola-zhaksy-tersakan,,ЕСКЕРТУ,ОПОВЕЩЕНИЯ,,https://www.gov.kz/memleket/entities/aqmola-zhaksy-tersakan
2459,abay-urzhar-kokozek,,ЕСКЕРТУЛЕР,ОПОВЕЩЕНИЯ,https://www.gov.kz/memleket/entities/abay-urzhar-kokozek/activities/51358?lang=ru,
2460,zhambyl-zhambyl,,Құлақтандыру,Оповещения,,/memleket/entities/zhambyl-zhambyl/activities/51375
2462,vko-ulan,,ЕСКЕРТУ!,ОПОВЕЩЕНИЕ!,,https://www.gov.kz/memleket/entities/vko-ulan/activities/51631?lang=ru
2464,vko-glubokoe,,Глубоковский ауданына ескерту,Оповещение по Глубоковскому району,https://www.gov.kz/memleket/entities/vko-glubokoe/activities/51392?lang=ru,
2465,atyrau,,Ескертулер,Оповещения,https://www.gov.kz/memleket/entities/atyrau/activities/51402?lang=ru,
2466,vko-oskemen,,ЕСКЕРТУЛЕР,ОПОВЕЩЕНИЯ,,/memleket/entities/vko-oskemen/activities/51400
2463,abay-zharma-birlik,,Ескертулер,Оповещения,https://www.gov.kz/memleket/entities/abay-zharma-birlik/activities/51153?lang=ru,
2468,sko-timiryazev,,Солтүстік Қазақстан облысы Тимирязев ауданы бойынша ескертулер,Оповещение по Тимирязевскому району Северо-Казахстанской области,,/memleket/entities/sko-timiryazev/documents/details/631345
2461,abay-zharma-zharyk,,Ескерту,Оповещения,https://www.gov.kz/memleket/entities/abay-zharma-zharyk/activities/51331?lang=ru,
2470,akimat-atyrau,,Хабарлама,Оповещения,https://www.gov.kz/memleket/entities/akimat-atyrau/activities/51413?lang=ru,
2471,atyrau-inder,,Хабарлама,Оповещения,https://www.gov.kz/memleket/entities/atyrau-inder/activities/51415?lang=ru,
2473,atyrau-zhylyoy,,Хабарлама,Оповещения,https://www.gov.kz/memleket/entities/atyrau-zhylyoy/activities/51417?lang=ru,
2474,abay-urzhar-naualy,,ХАБАРЛАНДЫРУ,ОПОВЕЩЕНИЕ,https://www.gov.kz/memleket/entities/abay-urzhar-naualy/press/article/details/161179?lang=ru,
2475,atyrau-isatai,,Хабарлама,Оповещения,https://www.gov.kz/memleket/entities/atyrau-isatai/activities/51428?lang=ru,
2476,atyrau-makat,,Хабарлама,Оповещения,https://www.gov.kz/memleket/entities/atyrau-makat/activities/51429?lang=ru,
2477,atyrau-mahambet,,Хабарлама,Оповещения,https://www.gov.kz/memleket/entities/atyrau-mahambet/activities/51430?lang=ru,
2478,atyrau-kurmangazy,,Хабарлама,Оповещения,https://www.gov.kz/memleket/entities/atyrau-kurmangazy/activities/51431?lang=ru,
2479,atyrau-kyzylkogy,,Хабарлама,Оповещения,https://www.gov.kz/memleket/entities/atyrau-kyzylkogy/activities/51432?lang=ru,
2480,aqmola-ereymen,,Азаматтарды жеке қабылдау,Центр приема граждан,https://www.gov.kz/memleket/entities/aqmola-ereymen/press/article/details/161223?lang=ru,
2481,aqmola-birzhan-sal-makinsk,,Ескерту,Оповещения,https://www.gov.kz/memleket/entities/aqmola-birzhan-sal-makinsk/activities/51456?lang=ru,
2482,abay-urzhar-barkytbel,,ЕСКЕРТУЛЕР,ОПОВЕЩЕНИЯ,https://www.gov.kz/memleket/entities/abay-urzhar-barkytbel/activities/51460?lang=ru,
2483,vko-ridder,,Құлақтандыру,Оповещения,,/memleket/entities/vko-ridder/activities/50898?lang=ru/
2484,ulytau,,Ескертулер,Оповещения,https://www.gov.kz/memleket/entities/ulytau/activities/49211?lang=ru,
2486,zhetysu-digital,,Киберқауіпсіздік қамтамасыз ету мәселелері бойынша ұсыныстар,Рекомендации по вопросам обеспечения кибербезопасности,https://www.gov.kz/situations/642,
2488,vko-shemonaiha,,ЕСКЕРТУЛЕР,Оповещения,https://www.gov.kz/memleket/entities/vko-shemonaiha/activities/50961?lang=ru,
2195,abay,,ЕСКЕРТУЛЕР,ОПОВЕЩЕНИЯ,https://www.gov.kz/memleket/entities/abay/activities/48855?lang=ru; https://www.gov.kz/memleket/entities/abay/press/article/details/161332?lang=ru,
2495,vko-altai,,ЕСКЕРТУЛЕР,Оповещение,https://www.gov.kz/memleket/entities/vko-altai/activities/51416?lang=ru,
2496,ulytau-satpaev,,Ескертулер,Оповещения,https://www.gov.kz/memleket/entities/ulytau-satpaev/activities/51585?lang=ru,
2497,ulytau-karazhal,,Ескертулер,Оповещения,https://www.gov.kz/memleket/entities/ulytau-karazhal/activities/51517?lang=kk,
2498,ulytau-zhezkazgan,,ЕСКЕРТУ,Оповещения,https://www.gov.kz/memleket/entities/ulytau-zhezkazgan/activities/51613?lang=ru,
2499,zhetysu-sarkan,,Құрылым,Структура,https://www.gov.kz/memleket/entities/zhetysu-sarkan/about/structure?lang=ru,
2500,zhetysu-sarkan,,Қабылдау кестесі,График приема граждан,https://www.gov.kz/memleket/entities/zhetysu-sarkan/activities/appointment-schedule?lang=ru,
2501,abay-zharma-zhanqyztobe,,ЕСКЕРТУ,ОПОВЕЩЕНИЯ,https://www.gov.kz/memleket/entities/abay-zharma-zhanqyztobe/activities/48313?lang=ru,
2364,abay-urzhar-bakty,,Ескертулер,Оповещения,https://www.gov.kz/memleket/entities/abay-urzhar/activities/50960?lang=ru,
2503,zhetysu-tekeli,,Кездесу кестесі,График встреч,https://www.gov.kz/memleket/entities/zhetysu-tekeli/page/12694?lang=ru,
2502,ulytau-zhanarka,,Ескертулер,Оповещения,https://www.gov.kz/memleket/entities/ulytau-zhanarka/activities/51636?lang=ru,
2504,abay-urzhar-kabanbay,,Ескертулер,Оповещения,https://www.gov.kz/memleket/entities/abay-urzhar-kabanbay/activities/51640?lang=ru,
2331,abay-boroduliha-podbornyi,,Ескерту,оповещения,https://www.gov.kz/memleket/entities/abay-boroduliha-podbornyi/activities/51014?lang=ru,
2507,abay-urzhar-konyrshauly,,Ескертулер,Оповещения,https://www.gov.kz/memleket/entities/abay-urzhar-konyrshauly/activities/51645?lang=ru,
2508,ulytau-oblysy-ulytau,,Ескертпе,Оповещение,https://www.gov.kz/memleket/entities/ulytau-oblysy-ulytau/activities/51598?lang=ru,
2372,zhetysu-digital,,Азаматтарды қабылдау кестесі,График приема граждан,https://www.gov.kz/memleket/entities/zhetysu-digital/activities/appointment-schedule,
2427,abay-urzhar-eltay,,ЕСКЕРТУЛЕР,ОПОВЕЩЕНИЯ,https://www.gov.kz/memleket/entities/abay-urzhar-eltay/activities/51245?lang=ru,
2510,zhetysu-digital,,Қолжетімді Интернет Ұлттық жобасы аясында ауылдық елді мекендердің тізімі,Перечень сельских населенных пунктов в рамках Национального проекта Доступный Интернет,https://www.gov.kz/memleket/entities/mdai/accessible-internet,
2511,abay-urzhar-urzhar,,ЕСКЕРТУЛЕР,ОПОВЕЩЕНИЕ,https://www.gov.kz/memleket/entities/abay-urzhar-urzhar/activities/51352?lang=ru,
2506,abay-zharma-district,,ОПОВЕЩЕНИЯ,ОПОВЕЩЕНИЯ,https://www.gov.kz/memleket/entities/abay-zharma-district/activities/directions?lang=ru,https://www.gov.kz/memleket/entities/abay-zharma-district/activities/51274?lang=ru
2512,abay-zharma-district,,Хабарландыру,,https://www.gov.kz/memleket/entities/abay-zharma-district/activities/51274?lang=kk,
2516,abay-urzhar-sholpan,,ЕСКЕРТУЛЕР,ОПОВЕЩЕНИЯ,https://www.gov.kz/memleket/entities/abay-urzhar-sholpan?lang=ru,
2517,ulytau-karazhal,,Тұрғындармен жұмыс,Работа с населением,https://www.gov.kz/memleket/entities/ulytau-karazhal/documents/details/603973?lang=ru,
2518,zhetysu-kerbulak,,Құрылым,Структура,https://www.gov.kz/memleket/entities/zhetysu-kerbulak/about/structure,
2519,zhetysu-kerbulak,,Қабылдау кестесі,Онлайн-приемная,https://www.gov.kz/memleket/entities/zhetysu-kerbulak/activities/appointment-schedule,
2521,vko-kurchum,,ЕСКЕРТУЛЕР,ОПОВЕЩЕНИЯ,https://www.gov.kz/memleket/entities/vko-kurchum/activities/51271?lang=ru,
2522,ulytau-karazhal,,Қаражал қаласы әкімі аппаратының әдеп жөніндегі уәкілі,Уполномоченный по этике аппарата акима города Каражал,https://www.gov.kz/memleket/entities/ulytau-karazhal/about/structure/departments/leadership/21780/1?lang=ru,
2524,abay-boroduliha-peremenov,,Ескертулер,,https://www.gov.kz/memleket/entities/abay-boroduliha-peremenov/activities/51965?lang=kk,
2525,abay-urzhar-zhogargyeginsu,,Ескертулер,Оповещания,https://www.gov.kz/memleket/entities/abay-urzhar-zhogargyeginsu/activities/51057,
2526,abay-zharma-shalabai,,Ескертулер,Оповещения,https://www.gov.kz/memleket/entities/abay-zharma-shalabai/activities/48570?lang=ru,
2527,abay-urzhar-koldenen,,Ескертулер,Оповещения,https://www.gov.kz/memleket/entities/abay-urzhar-koldenen/activities/52053?lang=ru,
